mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/8	4/4	1	1	Bb.I{				Bb	I		I	I						{	M	0	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.5	0.0
1	0	1/2	7/8	4/4	1	1	I64				Bb	I		I64	I		64					M	0	0	-1, -2, 2		-2	-1	0	2	0.0	0.0	0.25	0.0
2	1	0	0	4/4	1	1	V				Bb	I		V	V							M	0	0	-1, 3, 0		-1	-1	1	3	0.25	0.125	0.625	0.16666666666666666
2	1	3/8	3/8	4/4	1	1	I64				Bb	I		I64	I		64					M	0	0	-1, -2, 2		-2	-1	0	2	0.0	0.0	0.25	0.0
2	1	1/2	1/2	4/4	1	1	ii6(2)				Bb	I		ii6(2)	ii		6	2				m	0	0	-3, 1, 2		0	-3	0	3	0.0	0.0	0.5	0.0
2	1	3/4	3/4	4/4	1	1	ii6				Bb	I		ii6	ii		6					m	0	0	-3, 1, 0		0	-3	1	2	0.3333333333333333	0.125	0.375	0.25
3	2	0	0	4/4	1	1	I6(2)				Bb	I		I6(2)	I		6	2				M	0	0	2, -1, 0		-2	2	0	3	0.0	0.0	0.5	0.0
3	2	1/4	1/4	4/4	1	1	I6				Bb	I		I6	I		6					M	0	0	2, -1, -2		-2	2	0	3	0.0	0.0	0.375	0.0
3	2	1/2	1/2	4/4	1	1	IV(9)				Bb	I		IV(9)	IV			9				M	0	0	-3, 1, -2	-1	-3	-3	1	4	0.2	0.0625	0.4375	0.125
3	2	3/4	3/4	4/4	1	1	IV6				Bb	I		IV6	IV		6					M	0	0	1, -2, -3		-3	1	0	2	0.0	0.0	0.25	0.0
3	2	7/8	7/8	4/4	1	1	V65				Bb	I		V65	V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	2	0.0	0.0	0.25	0.0
4	3	0	0	4/4	1	1	I(4)				Bb	I		I(4)	I			4				M	0	0	-2, -3, -1		-2	-2	3	2	0.6	0.25	0.25	0.5
4	3	1/4	1/4	4/4	1	1	I				Bb	I		I	I							M	0	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.25	0.0
4	3	3/8	3/8	4/4	1	1	I6				Bb	I		I6	I		6					M	0	0	2, -1, -2		-2	2	0	2	0.0	0.0	0.25	0.0
