mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
4	4	0	0	4/4	1	1	III.V	g	III		V	V							M	1	0	1, 5, 2		1	1
4	4	1/4	1/4	4/4	1	1	I6	g	III		I6	I		6					M	1	0	4, 1, 0		0	4
4	4	1/2	1/2	4/4	1	1	ii65	g	III		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
4	4	3/4	3/4	4/4	1	1	V(4)	g	III		V(4)	V			4				M	1	0	1, 0, 2		1	1
4	4	7/8	7/8	4/4	1	1	V	g	III		V	V							M	1	0	1, 5, 2		1	1
5	5	0	0	4/4	1	1	I\\	g	III		I	I						\\	M	1	0	0, 4, 1		0	0
5	5	1/8	1/8	4/4	1	1	@none	g	III		@none	@none							m	1	0				
5	5	3/8	3/8	4/4	1	1	i.i64	g	i		i64	i		64					m	1	1	1, 0, -3		0	1
5	5	1/2	1/2	4/4	1	1	V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
5	5	5/8	5/8	4/4	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
5	5	3/4	3/4	4/4	1	1	V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
5	5	7/8	7/8	4/4	1	1	V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	6	0	0	4/4	1	1	i\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
6	6	1/4	1/4	4/4	1	1	v.V43	g	v		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
6	6	3/8	3/8	4/4	1	1	i	g	v		i	i							m	1	1	0, -3, 1		0	0
6	6	1/2	1/2	4/4	1	1	V65	g	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
6	6	5/8	5/8	4/4	1	1	i	g	v		i	i							m	1	1	0, -3, 1		0	0
6	6	3/4	3/4	4/4	1	1	V	g	v		V	V							M	1	1	1, 5, 2		1	1
7	7	0	0	4/4	1	1	V65	g	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
7	7	1/4	1/4	4/4	1	1	i	g	v		i	i							m	1	1	0, -3, 1		0	0
7	7	1/2	1/2	4/4	1	1	iv7	g	v		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
7	7	11/16	11/16	4/4	1	1	ii%65	g	v		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
7	7	3/4	3/4	4/4	1	1	V	g	v		V	V							M	1	1	1, 5, 2		1	1
8	8	0	0	4/4	1	1	I\\	g	v		I	I						\\	M	1	1	0, 4, 1		0	0
8	8	1/8	1/8	4/4	1	1	VII.IV6	g	VII		IV6	IV		6					M	1	0	3, 0, -1		-1	3
8	8	3/8	3/8	4/4	1	1	viio	g	VII		viio	vii	o						o	1	0	5, 2, -1		5	5
8	8	1/2	1/2	4/4	1	1	I	g	VII		I	I							M	1	0	0, 4, 1		0	0
8	8	3/4	3/4	4/4	1	1	I6	g	VII		I6	I		6					M	1	0	4, 1, 0		0	4
8	8	7/8	7/8	4/4	1	1	V65/V	g	VII		V65/V	V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
9	9	0	0	4/4	1	1	V	g	VII		V	V							M	1	0	1, 5, 2		1	1
9	9	1/8	1/8	4/4	1	1	i.IV6	g	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
9	9	3/8	3/8	4/4	1	1	#viio	g	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
9	9	1/2	1/2	4/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
9	9	3/4	3/4	4/4	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
9	9	7/8	7/8	4/4	1	1	ii%65	g	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
10	10	0	0	4/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
10	10	3/8	3/8	4/4	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
10	10	1/2	1/2	4/4	1	1	V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
10	10	5/8	5/8	4/4	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
10	10	3/4	3/4	4/4	1	1	V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
10	10	7/8	7/8	4/4	1	1	V/iv	g	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
11	11	0	0	4/4	1	1	IV	g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
11	11	1/8	1/8	4/4	1	1	iio	g	i		iio	ii	o						o	1	1	2, -1, -4		2	2
11	11	1/4	1/4	4/4	1	1	viio7	g	i		viio7	vii	o	7					o7	1	1	-2, -5, -8, -11		-2	-2
11	11	3/8	3/8	4/4	1	1	V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
11	11	1/2	1/2	4/4	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
11	11	5/8	5/8	4/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
11	11	3/4	3/4	4/4	1	1	V(4)	g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
11	11	7/8	7/8	4/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
12	12	0	0	4/4	1	1	i\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
12	12	1/4	1/4	4/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
12	12	3/8	3/8	4/4	1	1	i64	g	i		i64	i		64					m	1	1	1, 0, -3		0	1
12	12	1/2	1/2	4/4	1	1	V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
12	12	5/8	5/8	4/4	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
12	12	3/4	3/4	4/4	1	1	V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
12	12	7/8	7/8	4/4	1	1	V/iv	g	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
13	13	0	0	4/4	1	1	IV	g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
13	13	1/8	1/8	4/4	1	1	iio	g	i		iio	ii	o						o	1	1	2, -1, -4		2	2
13	13	1/4	1/4	4/4	1	1	viio7	g	i		viio7	vii	o	7					o7	1	1	-2, -5, -8, -11		-2	-2
13	13	3/8	3/8	4/4	1	1	V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
13	13	1/2	1/2	4/4	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
13	13	5/8	5/8	4/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
13	13	3/4	3/4	4/4	1	1	V(4)	g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
13	13	7/8	7/8	4/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
14	14	0	0	4/4	1	1	i\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
