mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	6.5	0	1/8	4/4	1	1		E.I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	13/2	13/2	1.0	3/4	3/4	4/4	1	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
3	2	15/2	15/2	0.5	0	0	4/4	1	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	2	8	8	0.5	1/8	1/8	4/4	1	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
3	2	17/2	17/2	0.5	1/4	1/4	4/4	1	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	2	9	9	0.5	3/8	3/8	4/4	1	1		ii43	E	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
3	2	19/2	19/2	0.5	1/2	1/2	4/4	1	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
3	2	10	10	1.0	5/8	5/8	4/4	1	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
3	2	11	11	0.25	7/8	7/8	4/4	1	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	2	45/4	45/4	0.25	15/16	15/16	4/4	1	1		V43/V	E	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
4	3	23/2	23/2	0.5	0	0	4/4	1	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
4	3	12	12	1.0	1/8	1/8	4/4	1	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
4	3	13	13	0.25	3/8	3/8	4/4	1	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
4	3	53/4	53/4	0.25	7/16	7/16	4/4	1	1		V43/V	E	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
4	3	27/2	27/2	0.5	1/2	1/2	4/4	1	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
4	3	14	14	0.5	5/8	5/8	4/4	1	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	3	29/2	29/2	0.5	3/4	3/4	4/4	1	1		ii7	E	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
4	3	15	15	0.5	7/8	7/8	4/4	1	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
5	4	31/2	31/2	0.5	0	0	4/4	1	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	4	16	16	1.5	1/8	1/8	4/4	1	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
5	4	35/2	35/2	1.0	1/2	1/2	4/4	1	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
5	4	37/2	37/2	0.5	3/4	3/4	4/4	1	1		V65	E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
5	4	19	19	0.5	7/8	7/8	4/4	1	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	5	39/2	39/2	2.0	0	0	4/4	1	1		I|IAC}	E	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
6	5	20	20	0.0	1/8	1/8	4/4	1	1		{	E	I									{		0	0				
