mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
6	6	35/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	63									
7	7	18	1.0		0	0	Chord	3/4	1	1	1/4			1/4	1	64									
7	7	19	0.0		1/4	1/4	Chord	3/4	1	1	0	grace8after		1/8	1	65									
7	7	19	2.0		1/4	1/4	Chord	3/4	1	1	1/2			1/2	1	66	ornamentShortTrill								
7	7	18	1.0		0	0	Chord	3/4	1	2	1/4			1/4	1	67									
7	7	19	0.0		1/4	1/4	Chord	3/4	1	2	0	grace8after		1/8	1	68									
7	7	19	2.0		1/4	1/4	Chord	3/4	1	2	1/2			1/2	1	69									
7	7	18	0.0		0	0	FiguredBass	3/4	2	1	0										1/4	5	4	2_	
7	7	18	0.5		0	0	Chord	3/4	2	1	1/8			1/8	1	70									
7	7	37/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	71									
7	7	19	0.0		1/4	1/4	FiguredBass	3/4	2	1	0										1/2	3_			
7	7	19	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	72									
7	7	39/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	73									
7	7	20	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	74									
7	7	41/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	75									
8	8		2.0	1	0	0	Chord	3/4	1	1	1/2			1/2	1	76	ornamentShortTrill								
8	8		2.0	1	0	0	Chord	3/4	1	2	1/2			1/2	1	77									
8	8		0.0	1	0	0	FiguredBass	3/4	2	1	0										1/8	#3			
8	8		0.5	1	0	0	Chord	3/4	2	1	1/8			1/8	1	78									
8	8		0.5	1	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	79									
8	8		0.5	1	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	80									
8	8		0.5	1	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	81									
8	8		0.5	1	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	82									
8	8		0.5	1	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	83									
9	8	21	2.0	2	0	0	Chord	3/4	1	1	1/2			1/2	1	84	ornamentShortTrill								
9	8	21	2.0	2	0	0	Chord	3/4	1	2	1/2			1/2	1	85									
9	8	21	1.0	2	0	0	Chord	3/4	2	1	1/4			1/4	1	86									
9	8	22	0.0	2	1/4	1/4	FiguredBass	3/4	2	1	0										1/8	#3			
9	8	22	0.5	2	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	87									
9	8	45/2	0.5	2	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	88									
9	8	23	0.5	2	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	89									
9	8	47/2	0.5	2	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	90									
10	9	24	0.0		0	0	StaffText	3/4	1	1	0							"<font size=""12""/><font face=""SnellRoundhand BoldScript""/>Reprise"							
10	9	24	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	91									
10	9	49/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	92									
10	9	25	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	93									
10	9	51/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	94									
10	9	26	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	95									
10	9	53/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	96									
10	9	24	0.0		0	0	FiguredBass	3/4	2	1	0										1/2	6			
10	9	24	2.0		0	0	Chord	3/4	2	1	1/2			1/2	1	97									
11	10	27	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	98									
11	10	55/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	99									
11	10	28	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	100									
11	10	57/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	101									
11	10	29	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	102									
11	10	59/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	103									
11	10	27	0.0		0	0	Chord	3/4	1	2	0	appoggiatura		1/8	1	104									
11	10	27	2.0		0	0	Chord	3/4	1	2	1/2			1/2	1	105	ornamentMordent								
11	10	27	2.0		0	0	Chord	3/4	2	1	1/2			1/2	1	106									
12	11	30	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	107									
12	11	61/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	108									
12	11	31	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	109									
12	11	63/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	110									
12	11	32	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	111									
12	11	65/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	112									
12	11	30	0.0		0	0	Chord	3/4	1	2	0	appoggiatura		1/8	1	113									
12	11	30	2.0		0	0	Chord	3/4	1	2	1/2			1/2	1	114	ornamentMordent								
12	11	30	0.0		0	0	FiguredBass	3/4	2	1	0										1/2	5/			
12	11	30	2.0		0	0	Chord	3/4	2	1	1/2			1/2	1	115									
13	12	33	2.0		0	0	Chord	3/4	1	1	1/2			1/2	1	116	ornamentShortTrill								
13	12	33	0.5		0	0	Chord	3/4	1	2	1/8			1/8	1	117									
13	12	67/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	118									
13	12	34	0.5		1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	119									
13	12	69/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	120									
13	12	35	0.5		1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	121									
13	12	71/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	122									
13	12	33	2.0		0	0	Chord	3/4	2	1	1/2			1/2	1	123									
14	13	36	0.0		0	0	Chord	3/4	1	1	0	appoggiatura		1/8	1	124									
14	13	36	2.0		0	0	Chord	3/4	1	1	1/2			1/2	1	125	ornamentMordent								
14	13	36	0.5		0	0	Chord	3/4	1	2	1/8			1/8	1	126									
14	13	73/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	127									
14	13	37	0.5		1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	128									
14	13	75/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	129									
14	13	38	0.5		1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	130									
14	13	77/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	131									
14	13	36	0.0		0	0	FiguredBass	3/4	2	1	0										3/4	b3_			
14	13	36	0.5		0	0	Chord	3/4	2	1	1/8			1/8	1	132									
14	13	73/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	133									
14	13	37	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	134									
14	13	75/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	135									
14	13	38	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	136									
14	13	77/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	137									
15	14	39	0.0		0	0	Chord	3/4	1	1	0	appoggiatura		1/8	1	138									
15	14	39	1.0		0	0	Chord	3/4	1	1	1/4			1/4	1	139	ornamentMordent								
15	14	40	1.0		1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	140									
15	14	41	1.0		1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	141	ornamentMordent								
15	14	39	1.0		0	0	Chord	3/4	1	2	1/4			1/4	1	142									
15	14	40	1.0		1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	143									
15	14	41	1.0		1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	144									
15	14	39	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	145									
15	14	40	1.0		1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	146									
15	14	41	0.0		1/2	1/2	FiguredBass	3/4	2	1	0										1/4	5/			
15	14	41	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	147									
16	15	42	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	148	ornamentShortTrill								
16	15	85/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	149									
16	15	43	1.5		1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	150	ornamentShortTrill								
16	15	89/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	151									
16	15	42	1.0		0	0	Chord	3/4	1	2	1/4			1/4	1	152									
16	15	43	1.5		1/4	1/4	Chord	3/4	1	2	3/8			1/4	3/2	153									
16	15	89/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	154									
16	15	42	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	155									
16	15	43	1.0		1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	156									
16	15	44	0.0		1/2	1/2	FiguredBass	3/4	2	1	0										1/4	b7			
16	15	44	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	157									
17	16	45	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	158	ornamentMordent								
17	16	91/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	159									
17	16	46	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	160									
17	16	93/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	161									
17	16	47	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	162									
17	16	95/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	163									
17	16	45	2.0		0	0	Chord	3/4	1	2	1/2			1/2	1	164									
17	16	45	2.0		0	0	Chord	3/4	2	1	1/2			1/2	1	165									
18	17	48	1.0		0	0	Chord	3/4	1	1	1/4			1/4	1	166									
18	17	49	1.0		1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	167	ornamentMordent								
18	17	50	1.0		1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	168									
18	17	48	1.0		0	0	Chord	3/4	1	2	1/4			1/4	1	169	ornamentShortTrill								
18	17	49	1.0		1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	170									
18	17	50	1.0		1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	171									
18	17	48	0.0		0	0	FiguredBass	3/4	2	1	0										1/4	h3_			
18	17	48	0.5		0	0	Chord	3/4	2	1	1/8			1/8	1	172									
18	17	97/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	173									
18	17	49	0.0		1/4	1/4	FiguredBass	3/4	2	1	0										1/4	6_			
18	17	49	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	174									
18	17	99/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	175									
18	17	50	0.0		1/2	1/2	FiguredBass	3/4	2	1	0										1/4	5	4	2_	
18	17	50	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	176									
18	17	101/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	177									
19	18	51	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	178									
19	18	103/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	179									
19	18	52	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	180									
19	18	105/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	181									
19	18	53	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	182									
19	18	107/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	183									
19	18	51	1.0		0	0	Chord	3/4	1	2	1/4			1/4	1	184									
19	18	52	0.5		1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	185									
19	18	105/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	186									
19	18	53	0.5		1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	187									
19	18	107/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	188									
19	18	51	0.0		0	0	FiguredBass	3/4	2	1	0										1/2	b3			
19	18	51	2.0		0	0	Chord	3/4	2	1	1/2			1/2	1	189									
20	19	54	1.0		0	0	Chord	3/4	1	1	1/4			1/4	1	190	ornamentShortTrill								
20	19	55	1.0		1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	191									
20	19	56	1.0		1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	192									
20	19	54	1.0		0	0	Chord	3/4	1	2	1/4			1/4	1	193									
20	19	55	1.0		1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	194									
20	19	56	1.0		1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	195									
20	19	54	0.0		0	0	FiguredBass	3/4	2	1	0										1/4	#3_			
20	19	54	0.5		0	0	Chord	3/4	2	1	1/8			1/8	1	196									
20	19	109/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	197									
20	19	55	0.0		1/4	1/4	FiguredBass	3/4	2	1	0										1/4	6_			
20	19	55	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	198									
20	19	111/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	199									
20	19	56	0.0		1/2	1/2	FiguredBass	3/4	2	1	0										1/4	5	4	2_	
20	19	56	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	200									
20	19	113/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	201									
21	20	57	2.0		0	0	Chord	3/4	1	1	1/2			1/2	1	202	ornamentShortTrill								6
21	20	59	1.0		1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	203									
21	20	57	2.0		0	0	Chord	3/4	1	2	1/2			1/2	1	204									7
21	20	59	1.0		1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	205									
21	20	57	0.0		0	0	FiguredBass	3/4	2	1	0										1/2	3			
21	20	57	2.0		0	0	Chord	3/4	2	1	1/2			1/2	1	206									
21	20	59	0.0		1/2	1/2	FiguredBass	3/4	2	1	0										1/4	#3			
21	20	59	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	207									
22	21	60	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	208									
22	21	121/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	209									
22	21	61	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	210									
22	21	123/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	211									
22	21	62	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	212									
22	21	125/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	213									
22	21	60	0.5		0	0	Chord	3/4	1	2	1/8			1/8	1	214									
22	21	121/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	215									
22	21	61	0.5		1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	216									
22	21	123/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	217									
22	21	62	0.5		1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	218									
22	21	125/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	219									
22	21	60	2.0		0	0	Chord	3/4	2	1	1/2			1/2	1	220									
23	22	63	3.0		0	0	Chord	3/4	1	1	3/4			1/2	3/2	221	ornamentMordent								
23	22	63	3.0		0	0	Chord	3/4	1	2	3/4			1/2	3/2	222									
23	22	63	0.5		0	0	Chord	3/4	2	1	1/8			1/8	1	223									
23	22	127/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	224									
23	22	64	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	225									
23	22	129/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	226									
23	22	65	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	227									
23	22	131/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	228									
24	23	66	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	229	ornamentShortTrill								
24	23	133/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	230									
24	23	67	1.5		1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	231	ornamentShortTrill								
24	23	137/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	232									
24	23	66	0.5		0	0	Chord	3/4	1	2	1/8			1/8	1	233									
24	23	133/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	234									
24	23	67	1.5		1/4	1/4	Chord	3/4	1	2	3/8			1/4	3/2	235									
24	23	137/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	236									
24	23	66	0.0		0	0	FiguredBass	3/4	2	1	0										1/8	5/			
24	23	66	0.5		0	0	Chord	3/4	2	1	1/8			1/8	1	237									
24	23	133/2	0.0		1/8	1/8	FiguredBass	3/4	2	1	0										1/8	3			
24	23	133/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	238									
24	23	67	0.0		1/4	1/4	FiguredBass	3/4	2	1	0										1/4	#3			
24	23	67	1.0		1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	239									
24	23	68	0.0		1/2	1/2	FiguredBass	3/4	2	1	0										1/4	7			
24	23	68	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	240									
25	24		2.0	1	0	0	Chord	3/4	1	1	1/2			1/2	1	241									
25	24		2.0	1	0	0	Chord	3/4	1	2	1/2			1/2	1	242									
25	24		0.5	1	0	0	Chord	3/4	2	1	1/8			1/8	1	243									
25	24		0.0	1	1/8	1/8	FiguredBass	3/4	2	1	0										5/8	_			
25	24		0.5	1	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	244									
25	24		0.5	1	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	245									
25	24		0.5	1	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	246									
25	24		0.5	1	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	247									
25	24		0.5	1	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	248									
26	24	69	0.0	2	0	0	StaffText	3/4	1	1	0							"<font size=""13.5""/><font face=""SnellRoundhand BoldScript""/>Fin"							
26	24	69	3.0	2	0	0	Chord	3/4	1	1	3/4			1/2	3/2	249									
26	24	69	3.0	2	0	0	Chord	3/4	1	2	3/4			1/2	3/2	250									
26	24	69	3.0	2	0	0	Chord	3/4	2	1	3/4			1/2	3/2	251									
